R41 - OUTROS SINTOMAS E SINAIS RELATIVOS À FUNÇÃO COGNITIVA E À CONSCIÊNCIA;1;
R51 - CEFALÉIA;2;
R521 - DOR CRÔNICA INTRATÁVEL;1;
R53 - MAL ESTAR, FADIGA;1;
R56 - CONVULSÕES, NÃO CLASSIFICADAS EM OUTRA PARTE;1;
S835 - ENTORSE E DISTENSÃO ENVOLVENDO LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DO JOELHO;1;
T783 - EDEMA ANGIONEURÓTICO;1;
W57 - MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTRÓPODES, NÃO-VENENOSOS;1;
Z000 - EXAME MÉDICO GERAL;4;
Z001 - EXAME DE ROTINA DE SAÚDE DA CRIANÇA;26;
Z002 - EXAME NO PERÍODO DE CRESCIMENTO RÁPIDO NA INFÂNCIA;14;
Z003 - EXAME DO ADOLESCENTE DURANTE O CRESCIMENTO NA PUBERDADE;2;
Z10 - EXAME GERAL DE ROTINA ("CHECK UP") DE UMA SUBPOPULAÇÃO DEFINIDA;32;
Z34 - SUPERVISÃO DE GRAVIDEZ NORMAL;2;
Z35 - SUPERVISÃO DE GRAVIDEZ DE ALTO RISCO;1;
Z70 - ACONSELHAMENTO RELATIVO ÀS ATITUDES, COMPORTAMENTO E ORIENTAÇÃO EM MATÉRIA DE SEXUALIDADE;2;
Z720 - USO DO TABACO;1;
Z760 - EMISSÃO DE PRESCRIÇÃO DE REPETIÇÃO;41;
Z89 - AUSÊNCIA ADQUIRIDA DE MEMBROS;1;
Z933 - COLOSTOMIA;1;

Exames solicitados e avaliados
Descrição;Quantidade Avaliada;Quantidade Solicitada;
Colesterol total;58;96;
Creatinina;56;98;
EAS / EQU;52;101;
Eletrocardiograma;1;5;
Eletroforese de hemoglobina;0;2;
Espirometria;0;2;
Exame de escarro;0;0;
Glicemia;57;97;
HDL;58;96;
Hemoglobina glicada;55;90;
Hemograma;61;102;
LDL;58;96;
Retinografia / Fundo de olho com oftalmologista;0;0;
Sorologia de Hepatite B;0;0;
Sorologia de Hepatite C;0;0;
Sorologia de Hepatite D;0;0;
Sorologia de sífilis (VDRL);2;4;
Sorologia para HIV;1;0;
Sorologia para dengue;0;0;
Teste de gravidez;1;0;
Teste indireto de antiglobulina humana (TIA);0;0;
Ultrassonografia obstétrica;0;0;
Urocultura;2;6;

Exames - Triagem neonatal
Descrição;Quantidade Avaliada;Quantidade Solicitada;
Teste da orelhinha (EOA);0;0;
Teste do olhinho (TRV);0;0;
Teste do pezinho;0;0;

Outros exames solicitados e avaliados (código do SIGTAP)
Descrição;Quantidade Avaliada;Quantidade Solicitada;
0202010023 - DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO;1;0;
0202010120 - DOSAGEM DE ACIDO URICO;4;1;
0202010180 - DOSAGEM DE AMILASE;2;2;
0202010201 - DOSAGEM DE BILIRRUBINA TOTAL E FRACOES;3;1;
0202010210 - DOSAGEM DE CALCIO;0;4;
0202010228 - DOSAGEM DE CALCIO IONIZAVEL;0;1;
0202010325 - DOSAGEM DE CREATINOFOSFOQUINASE (CPK);9;13;
0202010384 - DOSAGEM DE FERRITINA;12;17;
0202010392 - DOSAGEM DE FERRO SERICO;9;12;
0202010406 - DOSAGEM DE FOLATO;1;0;
0202010422 - DOSAGEM DE FOSFATASE ALCALINA;2;2;
0202010465 - DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT);3;3;
0202010554 - DOSAGEM DE LIPASE;2;2;
0202010562 - DOSAGEM DE MAGNESIO;0;1;
0202010600 - DOSAGEM DE POTASSIO;8;7;
0202010635 - DOSAGEM DE SODIO;5;7;
0202010643 - DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO);52;92;
0202010651 - DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP);52;92;
0202010660 - DOSAGEM DE TRANSFERRINA;1;2;
0202010678 - DOSAGEM DE TRIGLICERIDEOS;58;96;
0202010694 - DOSAGEM DE UREIA;52;98;
0202010708 - DOSAGEM DE VITAMINA B12;57;99;
0202010759 - TESTE DE TOLERÂNCIA A INSULINA / HIPOGLICEMIANTES ORAIS;0;1;
0202010767 - DOSAGEM DE 25 HIDROXIVITAMINA D;58;97;
0202020070 - DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO;0;1;
0202020134 - DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA);0;1;
0202020142 - DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP);0;2;
0202020150 - DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS);1;2;
0202030075 - DETERMINAÇÃO DE FATOR REUMATOIDE;0;3;
0202030105 - DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA);15;32;
0202030202 - DOSAGEM DE PROTEINA C REATIVA;2;4;
0202030245 - PROVA TUBERCULÍNICA (PT);0;1;
0202030598 - PESQUISA DE ANTICORPOS ANTINUCLEO;0;2;
0202031179 - TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES;1;0;
0202031381 - TESTE TREPONÊMICO LABORATORIAL PARA DETECÇÃO DE SÍFILIS PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA);1;0;
0202031446 - PESQUISA LABORATORIAL DE ANTÍGENO DE SUPERFÍCIE DO VÍRUS DA HEPATITE B (HBSAG) PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA);4;3;
0202031470 - PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VÍRUS DA HEPATITE C (ANTI-HCV) PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA);4;3;
0202031500 - PESQUISA LABORATORIAL DE ANTÍGENOS DE HIV E/OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA);3;3;
0202040089 - PESQUISA DE LARVAS NAS FEZES;1;0;
0202040127 - PESQUISA DE OVOS E CISTOS DE PARASITAS;2;12;
0202040143 - PESQUISA DE SANGUE OCULTO NAS FEZES;9;11;
0202050025 - CLEARANCE DE CREATININA;0;2;
0202060160 - DOSAGEM DE ESTRADIOL;1;3;
0202060225 - DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH);1;1;
0202060233 - DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH);2;3;
0202060241 - DOSAGEM DE HORMONIO LUTEINIZANTE (LH);2;3;
0202060250 - DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH);58;97;
0202060276 - DOSAGEM DE PARATORMONIO;0;1;
0202060292 - DOSAGEM DE PROGESTERONA;1;2;
0202060306 - DOSAGEM DE PROLACTINA;1;2;
0202060349 - DOSAGEM DE TESTOSTERONA;3;9;
0202060357 - DOSAGEM DE TESTOSTERONA LIVRE;3;9;
0202060373 - DOSAGEM DE TIROXINA (T4);0;1;
0202060381 - DOSAGEM DE TIROXINA LIVRE (T4 LIVRE);50;90;
0202060390 - DOSAGEM DE TRIIODOTIRONINA (T3);0;2;
0202070255 - DOSAGEM DE LITIO;1;1;
0202080013 - ANTIBIOGRAMA;0;1;
0202080048 - BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNÓSTICA);2;0;
0203010086 - EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO;41;0;
0204010063 - RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ);0;2;
0204010080 - RADIOGRAFIA DE CRANIO (PA + LATERAL);0;1;
0204030153 - RADIOGRAFIA DE TORAX (PA E PERFIL);1;3;
0204030188 - MAMOGRAFIA BILATERAL PARA RASTREAMENTO;8;0;
0204060060 - RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL;0;1;
0204060109 - RADIOGRAFIA DE CALCANEO;0;1;
0205010032 - ECOCARDIOGRAFIA TRANSTORACICA;1;3;
0205010040 - ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS;0;2;
0205020046 - ULTRASSONOGRAFIA DE ABDOMEN TOTAL;1;3;
0205020054 - ULTRASSONOGRAFIA DE APARELHO URINÁRIO;0;5;
0205020062 - ULTRASSONOGRAFIA DE ARTICULACAO;0;4;
0205020097 - ULTRASSONOGRAFIA MAMARIA BILATERAL;1;0;
0205020100 - ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL;0;4;
0205020127 - ULTRASSONOGRAFIA DE TIREOIDE;0;3;
0205020186 - ULTRASSONOGRAFIA TRANSVAGINAL;2;2;
0209010029 - COLONOSCOPIA (COLOSCOPIA);2;4;
0209010037 - ESOFAGOGASTRODUODENOSCOPIA;2;1;
0211050032 - ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG);0;1;
0214010058 - TESTE RÁPIDO PARA DETECÇÃO DE ANTICORPOS ANTI-HIV PARAPOPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA);1;0;
0214010066 - TESTE RÁPIDO DE GRAVIDEZ;1;0;
0214010163 - TESTE RÁPIDO PARA DETECÇÃO DE SARS-COVID-2;1;0;
0214010252 - TESTE RÁPIDO TREPONÊMICO (SÍFILIS) EM GESTANTE;1;0;

Ofertas de Cuidados Integrados - OCI (código do SIGTAP)
Descrição;Quantidade Solicitada;
